
S0-T0, S0-T1, S0-T2, S0-T3, S0-T4, S0-T5, S0-T6, S0-T7, S0-T8, S0-T9, S0-T10, S0-T11, S0-T12, S0-T13, S0-T14, S0-T15, S0-T16, S0-T17, S0-T18, S0-T19, S0-T20, S0-T21, S0-T22, S0-T23, S0-T24, S0-T25, S0-T26, S0-T27, S0-T28, S0-T29, S1-T0, S1-T1, S1-T2, S1-T3, S1-T4, S1-T5, S1-T6, S1-T7, S1-T8, S1-T9, S1-T10, S1-T11, S1-T12, S1-T13, S1-T14, S1-T15, S1-T16, S1-T17, S1-T18, S1-T19, S1-T20, S1-T21, S1-T22, S1-T23, S1-T24, S1-T25, S1-T26, S1-T27, S1-T28, S1-T29, 
trebl (0.0018739373481176577), star (0.0018708295646016183), mani (0.001841498994089176), way (0.001856982741890753), think (0.0018302477879742229), wire (0.001870540239719258), batteri (0.0018728209738548937), beat (0.001826694451281318), bud (0.0018547919437932), recommend (0.0018351156326516756), pretti (0.0018458120371656586), wire (0.0018087343264062258), headset (0.001840058705092701), two (0.0018811667441499434), take (0.0018627160120859936), mani (0.0018939574548202708), side (0.001882589332144075), think (0.0018775442031404256), first (0.001919422321534317), includ (0.0019195540552270763), side (0.0019387403031076583), pretti (0.0019010279217512955), enough (0.0018522476971991977), may (0.0018565708582242914), first (0.0018848689660732635), small (0.001807648444194606), includ (0.0018203410815342616), button (0.0018192428511548525), power (0.0018514121200213607), stereo (0.001868626227209887), though (0.0023598634575076097), money (0.0023084970710239585), around (0.0024629503213754603), iphon (0.0022676367446917557), decid (0.002267340774609774), turn (0.002449668290826532), hear (0.002435129782669423), other (0.002314057290810057), model (0.0024007724418963986), two (0.002615330150514638), long (0.002380410813717762), fall (0.002205395818307649), sennheis (0.0022376892880095305), compani (0.002146018069734092), someth (0.002243684409969174), put (0.002459846256350537), long (0.0022614217309249143), want (0.002400775133246549), peopl (0.002178147955664626), look (0.0024597711273577497), part (0.002370289654689757), better (0.002527571001643806), set (0.002413764929496853), actual (0.002188534634446932), point (0.0024004248820719224), earbud (0.0024355384086992833), charger (0.0023616734470272745), line (0.00222941311263472), place (0.002425433988244086), decent (0.0023259762071923167), 

think (0.001857858227881576), isol (0.0018603192855523708), buy (0.0018320067307388119), power (0.0018468352946536478), two (0.0018204603661194792), recommend (0.001870540239719258), soni (0.0018632657643121787), love (0.0018067305763948811), enough (0.0018547919437932), low (0.001780062160891647), thing (0.0018262796336120698), far (0.0018087343264062258), recommend (0.0018305247216657808), portabl (0.0018597898481031926), far (0.0018542874324605494), headset (0.0018482096879787247), new (0.001856682138299483), end (0.00184054825641009), bose (0.0019101047369923202), take (0.0019195540552270763), may (0.0019016352237429242), thing (0.0019010279217512955), keep (0.0018522476971991977), design (0.0018565708582242914), pretti (0.0018848689660732635), recommend (0.001807648444194606), frequenc (0.001800554764344423), enough (0.0018192428511548525), thing (0.0018514121200213607), recommend (0.001859421171445403), bluetooth (0.0023598634575076097), seller (0.0023084970710239585), play (0.0024557381576054533), open (0.0022676367446917557), happen (0.0022634978176308473), also (0.0024389398008981093), wire (0.0024157813969406246), feet (0.002314057290810057), devic (0.0023966964206435675), point (0.002615330150514638), soni (0.0023763277692979297), end (0.0022025828098493376), mic (0.0022376892880095305), fake (0.002146018069734092), went (0.002243684409969174), need (0.0024567206535780427), order (0.0022614217309249143), set (0.0023966500829745614), silicon (0.002178147955664626), buy (0.0024597711273577497), start (0.002370289654689757), charg (0.0025101093410769045), still (0.002413764929496853), order (0.002178963769324183), china (0.0023969510349577125), purchas (0.0024355384086992833), bud (0.0023519745628528626), took (0.0022256472057452918), receiv (0.002425433988244086), complet (0.0023259762071923167), 

clear (0.0018564183066664046), put (0.0018498090065031233), take (0.0018320067307388119), featur (0.0018468352946536478), buy (0.0018204603661194792), definit (0.0018321701815323175), enough (0.0018537105547694634), purchas (0.0017967486389516628), recommend (0.0018458746743996103), player (0.0017708865822649755), tip (0.0018262796336120698), lot (0.0017991643030037226), includ (0.0018305247216657808), give (0.0018597898481031926), back (0.0018037159547078844), wire (0.0018390601346104157), batteri (0.0018480464070179524), year (0.00184054825641009), take (0.0018635168142823364), buy (0.0018807751834461971), quit (0.0019016352237429242), recommend (0.0019010279217512955), wire (0.0018425500647638307), mani (0.0018565708582242914), turn (0.001875763318449836), end (0.0017891084591912122), button (0.0017906616057495035), buy (0.0018192428511548525), seem (0.0018307259499152492), power (0.001841011059916435), technolog (0.0023598634575076097), stay (0.0023045909780000716), earphon (0.002444919911950443), complet (0.0022676367446917557), think (0.0022634978176308473), comparison (0.0021242374296643776), receiv (0.002404725176524168), sourc (0.002310708433154966), hope (0.002392620399390736), plug (0.0026120027542323085), also (0.0023722447248780976), feel (0.0022025828098493376), anoth (0.0022339030053119126), whine (0.002146018069734092), abl (0.0022408406998884653), seem (0.0024567206535780427), read (0.0022614217309249143), head (0.0023925250327025737), clearli (0.002178147955664626), price (0.002454155205130994), point (0.0023672854814846076), feel (0.0021565107145971557), price (0.0024066341510776915), amazon (0.002178963769324183), bluetooth (0.0023934771878435027), also (0.0024283326631029164), know (0.0023519745628528626), thing (0.0022218812988558634), find (0.0024204841128601683), window (0.0023259762071923167), 

turn (0.0018504186349365234), love (0.0018392987274538758), test (0.0018320067307388119), back (0.001826540400179438), far (0.0018008855224099917), perfect (0.0018321701815323175), recommend (0.0018346001356840333), take (0.0017867667015084444), excel (0.0018280401356124312), far (0.0017708865822649755), speaker (0.0017969810282816863), mani (0.0017991643030037226), take (0.0018305247216657808), jack (0.0018491014000798173), enough (0.0017615730565806636), without (0.0017933123677688696), give (0.0018480464070179524), recommend (0.00184054825641009), low (0.0018541992297403398), quit (0.0018710804655009774), mani (0.0018830826840605572), take (0.0018925031324783796), charg (0.0018425500647638307), charg (0.001846695480788251), soni (0.0018484463755795535), bud (0.0017891084591912122), lot (0.0017906616057495035), lot (0.0018192428511548525), size (0.0018203828648621935), quit (0.001841011059916435), seller (0.0023598634575076097), base (0.002300684884976185), listen (0.0024413138300654396), warranti (0.0022676367446917557), long (0.0022596548606519207), paid (0.0021242374296643776), outsid (0.0021836007681950396), line (0.002310708433154966), purchas (0.0023844683568850734), old (0.0026120027542323085), return (0.0023722447248780976), part (0.0022025828098493376), box (0.0022339030053119126), happen (0.002141682670935844), fine (0.0022408406998884653), stop (0.002450469448033053), less (0.002256311167566255), volum (0.002384274932158598), kit (0.002178147955664626), bad (0.002223902393834023), wear (0.002364281308279458), total (0.0021565107145971557), receiv (0.002388807205029789), last (0.0021757734809499333), hour (0.002390003340729293), earphon (0.0024247297903047327), also (0.0023519745628528626), iphon (0.0022218812988558634), less (0.0024204841128601683), noisecancel (0.0023220538123700785), 

lot (0.0018494586874597423), buy (0.0018287884484046283), think (0.0018130222040380838), recommend (0.001826540400179438), found (0.001791098100555248), charg (0.0018321701815323175), say (0.0018059345070558879), connect (0.0017668028266220076), quit (0.0018191228662188417), take (0.0017708865822649755), charg (0.0017872148265048917), recommend (0.001780024256198716), provid (0.0018305247216657808), overal (0.0018491014000798173), cancel (0.0017615730565806636), jack (0.0017933123677688696), first (0.0018394106757364218), back (0.001822050283044922), far (0.0018541992297403398), day (0.0017838280039939992), think (0.001845977604695823), khz (0.0018925031324783796), side (0.0018425500647638307), purchas (0.001846695480788251), recommend (0.0018302350803326983), thing (0.0017891084591912122), recommend (0.0017807684471545843), balanc (0.0018192428511548525), turn (0.0018203828648621935), small (0.001841011059916435), volum (0.002355856891354683), bluetooth (0.002300684884976185), yurbud (0.0021420090336101544), doesnt (0.002263812730241998), last (0.0022519689466940673), caus (0.0021206612663549037), fell (0.0021808367130909255), seller (0.002310708433154966), volum (0.002380392335632242), around (0.0025986931691029907), better (0.0023273312362599432), wireless (0.002199769801391026), look (0.0022301167226142942), length (0.002141682670935844), almost (0.0022351532797270477), way (0.002444218242488064), left (0.002256311167566255), year (0.002380149881886611), echo (0.002178147955664626), chang (0.0022182864716072674), jack (0.002364281308279458), sent (0.0021521452994554303), happen (0.0021178376251016636), heavi (0.0021757734809499333), frequenc (0.002390003340729293), soni (0.002399509680717448), ipod (0.0023471251207656564), signal (0.0022218812988558634), short (0.0024204841128601683), sennheis (0.0023220538123700785), 

tip (0.0018153805520340171), theyr (0.0018287884484046283), tip (0.0018130222040380838), bud (0.001816392952942333), mani (0.001791098100555248), think (0.0018321701815323175), beat (0.0017772688784277427), featur (0.0017668028266220076), play (0.0018191228662188417), beat (0.001761711003638304), headset (0.0017774486247280972), put (0.0017608842093937093), howev (0.0018305247216657808), lot (0.001838412952056442), ipod (0.0017531444769552193), mid (0.0017933123677688696), size (0.0018394106757364218), perfect (0.0018128012963623383), ipod (0.0018541992297403398), star (0.0017741332860487793), jack (0.0018274250650134561), provid (0.0018839783432054635), play (0.0018328524323284639), theyr (0.0018071939710440899), enough (0.0018211294327092709), quit (0.0017891084591912122), soni (0.001770875288559665), batteri (0.0018018338278143816), mani (0.0018203828648621935), end (0.001831806004151951), improv (0.002355856891354683), need (0.0022967787919522986), sit (0.002138402951725151), actual (0.002263812730241998), wear (0.0022481259897151403), custom (0.0021206612663549037), own (0.0021808367130909255), reduc (0.0023073595754998753), need (0.002380392335632242), nike (0.002305882296258002), isol (0.002021102904772527), go (0.002199769801391026), rang (0.0022263304399166763), total (0.002141682670935844), base (0.0022351532797270477), hear (0.0024410926397155693), someth (0.002256311167566255), littl (0.0023718997813426354), respons (0.0021744810337410796), rubber (0.0022182864716072674), iphon (0.0023612771350743087), materi (0.0021521452994554303), disappoint (0.0021178376251016636), got (0.002169392904201434), design (0.002386529493615083), sennheis (0.002140102839248232), price (0.0023471251207656564), long (0.002218115391966435), put (0.002410584362092334), hope (0.0023220538123700785), 

